    PID    PPID                  STARTED STAT COMMAND
 129655       1 Wed Aug 12 08:55:25 2026 Ss   sshd: /usr/sbin/sshd -D [listener] 0 of 10-100 startups
 130833       1 Wed Aug 12 08:55:29 2026 Ss   /usr/sbin/cupsd -l
 131019       1 Wed Aug 12 08:55:31 2026 Ss   avahi-daemon: running [iia100.local]
 131020  131019 Wed Aug 12 08:55:31 2026 S    avahi-daemon: chroot helper
 131071  130833 Wed Aug 12 08:55:32 2026 S    /usr/lib/cups/notifier/dbus dbus://
 131112       1 Wed Aug 12 08:55:32 2026 Ssl  /usr/sbin/ModemManager
 131243       1 Wed Aug 12 08:55:34 2026 Ssl  /usr/sbin/cups-browsed
 131370  130833 Wed Aug 12 08:55:36 2026 S    /usr/lib/cups/notifier/dbus dbus://
 131838       2 Wed Aug 12 08:55:41 2026 I    [kworker/33:0-events]
 131932       1 Wed Aug 12 08:55:42 2026 Ssl  /usr/sbin/NetworkManager --no-daemon
 131979       2 Wed Aug 12 08:55:43 2026 I    [kworker/35:2-events]
 135310       1 Sun Jul 12 19:18:21 2026 Ssl  /home/iiserver31/.vscode-server/code-fc3def6774c76082adf699d366f31a557ce5573f --cli-data-dir /home/iiserver31/.vscode-server/cli agent host
 136213       2 Wed Aug 12 08:56:13 2026 I    [kworker/22:1-events]
 145076       2 Wed Aug 12 08:56:57 2026 I    [kworker/56:0-events]
 147010       1 Wed Aug 12 08:57:08 2026 Ssl  /usr/sbin/ntpd -p /var/run/ntpd.pid -g -u 131:134
 206174       2 Wed Aug 12 11:28:16 2026 I    [kworker/28:0-events]
 283124       2 Wed Aug 12 12:34:50 2026 I    [kworker/36:0-events]
 300194       1 Mon Jul 13 00:00:51 2026 Sl+  /usr/libexec/dconf-service
 300238       2 Wed Aug 12 15:36:13 2026 I    [kworker/19:0-events]
 300920       2 Wed Aug 12 15:38:36 2026 I    [kworker/58:2-events]
 301591       2 Wed Aug 12 15:39:55 2026 I    [kworker/44:0-events]
 302782       2 Wed Aug 12 15:47:16 2026 I    [kworker/17:0-events]
 302858       2 Wed Aug 12 15:47:16 2026 I    [kworker/48:2-events]
 303119       2 Wed Aug 12 15:47:31 2026 I    [kworker/16:2-events]
 304854       2 Wed Aug 12 15:49:54 2026 I    [kworker/20:1-events]
 306850       2 Wed Aug 12 16:09:45 2026 I    [kworker/22:0-events]
 307512       2 Wed Aug 12 16:15:51 2026 I    [kworker/21:0-events]
 308051       2 Wed Aug 12 16:17:24 2026 I    [kworker/27:2-events]
 308212       2 Wed Aug 12 16:18:06 2026 I    [kworker/61:1-events]
 308950       2 Wed Aug 12 16:21:17 2026 I    [kworker/39:0-events]
 309033       2 Wed Aug 12 16:21:26 2026 I    [kworker/34:2-events]
 309144       2 Wed Aug 12 16:21:39 2026 I    [kworker/32:1-events]
 310589       2 Wed Aug 12 16:29:44 2026 I    [kworker/60:3-events]
 310842       2 Wed Aug 12 16:30:24 2026 I    [kworker/62:1-events]
 310984       2 Wed Aug 12 16:31:50 2026 I    [kworker/30:3-events]
 312863       2 Wed Aug 12 16:50:17 2026 I    [kworker/37:1-events]
 316246       2 Wed Aug 12 17:10:14 2026 I    [kworker/40:2-events]
 316274       2 Wed Aug 12 17:10:14 2026 I    [kworker/11:0-events]
 316284       2 Wed Aug 12 17:10:15 2026 I    [kworker/37:2-events]
 316404       2 Wed Aug 12 17:10:32 2026 I    [kworker/61:0-events]
 316560       2 Wed Aug 12 17:10:40 2026 I    [kworker/41:0-events]
 317170       2 Wed Aug 12 17:12:17 2026 I    [kworker/63:2-events]
 317171       2 Wed Aug 12 17:12:17 2026 I    [kworker/43:0-events]
 317356       2 Wed Aug 12 17:12:31 2026 I    [kworker/42:1-events]
 317459       2 Wed Aug 12 17:12:41 2026 I    [kworker/51:1-events]
 317602       2 Wed Aug 12 17:13:07 2026 I    [kworker/50:1-events]
 318491       2 Wed Aug 12 17:22:29 2026 I    [kworker/24:1-events]
 318770       2 Wed Aug 12 17:24:36 2026 I    [kworker/48:0-events]
 319041       2 Wed Aug 12 17:24:53 2026 I    [kworker/13:0-events]
 319316       2 Wed Aug 12 17:24:57 2026 I    [kworker/29:0-events]
 319519       2 Wed Aug 12 17:25:19 2026 I    [kworker/23:0-events]
 319585       2 Wed Aug 12 17:25:20 2026 I    [kworker/15:2-events]
 319771       2 Wed Aug 12 17:25:43 2026 I    [kworker/30:0-events]
 320356       2 Wed Aug 12 17:26:17 2026 I    [kworker/33:1-cgroup_destroy]
 320454       2 Wed Aug 12 17:26:25 2026 I    [kworker/53:2-events]
 320519       2 Wed Aug 12 17:26:26 2026 I    [kworker/25:1-events]
 320635       2 Wed Aug 12 17:26:35 2026 I    [kworker/49:2-events]
 320858       2 Wed Aug 12 17:26:59 2026 I    [kworker/36:1-events]
 320859       2 Wed Aug 12 17:26:59 2026 I    [kworker/59:0-events]
 321305       2 Wed Aug 12 17:28:04 2026 I    [kworker/47:1-events]
 321307       2 Wed Aug 12 17:28:04 2026 I    [kworker/21:1]
 321612       2 Wed Aug 12 17:30:09 2026 I    [kworker/45:2-events]
 321684       2 Wed Aug 12 17:30:09 2026 I    [kworker/43:1-events]
 322015       2 Wed Aug 12 17:30:32 2026 I    [kworker/8:2-events]
 322122       2 Wed Aug 12 17:30:48 2026 I    [kworker/10:1-events]
 322309       2 Wed Aug 12 17:31:52 2026 I    [kworker/6:0-events]
 322315       2 Wed Aug 12 17:31:52 2026 I    [kworker/11:2-events]
 322386       2 Wed Aug 12 17:31:52 2026 I    [kworker/9:2-events]
 322944       2 Wed Aug 12 17:35:11 2026 I    [kworker/54:0-events]
 323017       2 Wed Aug 12 17:35:12 2026 I    [kworker/57:2-events]
 323018       2 Wed Aug 12 17:35:12 2026 I    [kworker/31:1-events]
 323084       2 Wed Aug 12 17:35:12 2026 I    [kworker/52:1-events]
 323435       2 Wed Aug 12 17:36:18 2026 I    [kworker/58:1-events]
 323505       2 Wed Aug 12 17:36:18 2026 I    [kworker/18:2-events]
 323604       2 Wed Aug 12 17:36:35 2026 I    [kworker/44:1-events]
 323668       2 Wed Aug 12 17:37:13 2026 I    [kworker/u128:1-flush-8:16]
 323890       2 Wed Aug 12 17:38:36 2026 I    [kworker/6:2]
 323963       2 Wed Aug 12 17:38:37 2026 I    [kworker/46:2-events]
 324171       2 Wed Aug 12 17:39:19 2026 I    [kworker/19:1-events]
 326519       2 Wed Aug 12 18:02:22 2026 I    [kworker/45:1-events]
 326628       2 Wed Aug 12 18:02:32 2026 I    [kworker/5:2-events]
 326747       2 Wed Aug 12 18:02:58 2026 I    [kworker/7:0-events]
 326942       2 Wed Aug 12 18:03:42 2026 I    [kworker/35:0-events]
 327058       2 Wed Aug 12 18:04:06 2026 I    [kworker/41:2-events]
 327059       2 Wed Aug 12 18:04:06 2026 I    [kworker/4:1-events]
 327322       2 Wed Aug 12 18:04:45 2026 I    [kworker/52:0-events]
 327672       2 Wed Aug 12 18:05:40 2026 I    [kworker/27:1-events]
 328472       2 Wed Aug 12 18:11:06 2026 I    [kworker/0:3-events]
 328606       2 Wed Aug 12 18:11:34 2026 I    [kworker/42:0-events]
 328705       2 Wed Aug 12 18:11:44 2026 I    [kworker/46:1-events]
 328901       2 Wed Aug 12 18:12:39 2026 I    [kworker/31:2-events]
 329125       2 Wed Aug 12 18:12:59 2026 I    [kworker/62:2-events]
 329234       2 Wed Aug 12 18:13:14 2026 I    [kworker/23:1-events]
 329241       2 Wed Aug 12 18:13:14 2026 I    [kworker/1:1-events]
 329635       2 Wed Aug 12 18:13:43 2026 I    [kworker/32:2-events]
 329730       2 Wed Aug 12 18:13:51 2026 I    [kworker/20:2-events]
 330032       2 Wed Aug 12 18:17:05 2026 I    [kworker/u128:2-events_unbound]
 330377       2 Wed Aug 12 18:19:53 2026 I    [kworker/4:2-events]
 330378       2 Wed Aug 12 18:19:53 2026 I    [kworker/0:0-events]
 330566       2 Wed Aug 12 18:20:05 2026 I    [kworker/55:0]
 330567       2 Wed Aug 12 18:20:06 2026 I    [kworker/3:0-events]
 330676       2 Wed Aug 12 18:20:26 2026 I    [kworker/47:0-events]
 330677       2 Wed Aug 12 18:20:26 2026 I    [kworker/1:2-events]
 330793       2 Wed Aug 12 18:20:36 2026 I    [kworker/7:2-events]
 330968       2 Wed Aug 12 18:20:51 2026 I    [kworker/56:1-events]
 331081       2 Wed Aug 12 18:21:04 2026 I    [kworker/63:1-events]
 331153       2 Wed Aug 12 18:21:04 2026 I    [kworker/13:2]
 331228       2 Wed Aug 12 18:21:04 2026 I    [kworker/39:1-events]
 331297       2 Wed Aug 12 18:21:05 2026 I    [kworker/9:1-events]
 331378       2 Wed Aug 12 18:21:05 2026 I    [kworker/25:2-events]
 331444       2 Wed Aug 12 18:21:06 2026 I    [kworker/12:0-events]
 331599       2 Wed Aug 12 18:21:13 2026 I    [kworker/57:1-events]
 331600       2 Wed Aug 12 18:21:13 2026 I    [kworker/5:1-events]
 331697       2 Wed Aug 12 18:21:16 2026 I    [kworker/54:1-events]
 331938  129655 Wed Aug 12 18:21:58 2026 Ss   sshd: iiserver31 [priv]
 332001  331938 Wed Aug 12 18:21:58 2026 S    sshd: iiserver31@notty
 332003       1 Wed Aug 12 18:21:58 2026 S    bash -c cd /home/iiserver31/projects/FedE4RAG-main && nohup bash V7-HP-PAPER/v20_arc_fedsearch/stage_r5_final_test/run_r5_full.sh > V7-HP-PAPER/v20_arc_fedsearch/stage_r5_final_test/run_20260812/logs/r5_full.nohup.log 2>&1 < /dev/null & echo R5_PID=$!
 332004  332003 Wed Aug 12 18:21:58 2026 S    bash V7-HP-PAPER/v20_arc_fedsearch/stage_r5_final_test/run_r5_full.sh
 332769       2 Wed Aug 12 18:22:11 2026 I    [kworker/50:3-events]
 333100       2 Wed Aug 12 18:22:32 2026 I    [kworker/14:0-events]
 333187       2 Wed Aug 12 18:22:33 2026 I    [kworker/17:1-events]
 333188       2 Wed Aug 12 18:22:33 2026 I    [kworker/51:2-events]
 333285       2 Wed Aug 12 18:22:43 2026 I    [kworker/28:1-events]
 333432       2 Wed Aug 12 18:23:14 2026 I    [kworker/29:1-events]
 333437       2 Wed Aug 12 18:23:14 2026 I    [kworker/18:0-events]
 333453       2 Wed Aug 12 18:23:22 2026 I    [kworker/38:2-events]
 334214       2 Wed Aug 12 18:31:32 2026 I    [kworker/2:1-events]
 334349       2 Wed Aug 12 18:32:50 2026 I    [kworker/26:2-events]
 334353       2 Wed Aug 12 18:32:50 2026 I    [kworker/26:3-events]
 334651  332004 Wed Aug 12 18:36:01 2026 Rl   /home/iiserver31/anaconda3/envs/supv2/bin/python /home/iiserver31/projects/FedE4RAG-main/V7-HP-PAPER/v20_arc_fedsearch/stage_r3_probe_route/materialize_candidate_probe_packets.py --dataset hotpotqa --split /home/iiserver31/projects/FedE4RAG-main/V7-HP-PAPER/v20_arc_fedsearch/stage_r5_final_test/run_20260812/protocol/hotpotqa_final_test_inputs_n300.jsonl --profiles /home/iiserver31/projects/FedE4RAG-main/V7-HP-PAPER/v20_arc_fedsearch/stage_r3_probe_route/hotpot_transfer/resource_profiles/client_profiles.json --local-index-root /home/iiserver31/projects/FedE4RAG-main/V7-HP-PAPER/v17_fedaction_rag/retrieval/local_indexes/hotpotqa/topic_silo --inherited-routes /home/iiserver31/projects/FedE4RAG-main/V7-HP-PAPER/v20_arc_fedsearch/stage_r5_final_test/run_20260812/retrieval/hotpotqa_inherited_routes.jsonl --output /home/iiserver31/projects/FedE4RAG-main/V7-HP-PAPER/v20_arc_fedsearch/stage_r5_final_test/run_20260812/retrieval/hotpotqa_probe_packets.jsonl --device cuda --resume
 334924       2 Wed Aug 12 18:36:10 2026 I    [kworker/38:0-events]
 334970       2 Wed Aug 12 18:36:39 2026 I    [kworker/2:0-events]
 335051       2 Wed Aug 12 18:37:37 2026 I    [kworker/u128:0-events_unbound]
 335157       2 Wed Aug 12 18:38:46 2026 I    [kworker/24:2-events]
 335633       2 Wed Aug 12 18:41:45 2026 I    [kworker/27:0-events]
 335638       2 Wed Aug 12 18:41:45 2026 I    [kworker/45:0-events]
 335685       2 Wed Aug 12 18:42:17 2026 I    [kworker/2:2-events]
 335885       2 Wed Aug 12 18:44:24 2026 I    [kworker/24:0-events]
 335952       2 Wed Aug 12 18:45:09 2026 I    [kworker/u128:3]
 336032  129655 Wed Aug 12 18:45:58 2026 Ss   sshd: iiserver31 [priv]
 336035  122820 Wed Aug 12 18:45:58 2026 S    /lib/systemd/systemd-udevd
 336036  122820 Wed Aug 12 18:45:58 2026 S    /lib/systemd/systemd-udevd
 336037  122820 Wed Aug 12 18:45:58 2026 S    /lib/systemd/systemd-udevd
 336039  122820 Wed Aug 12 18:45:58 2026 S    /lib/systemd/systemd-udevd
 336040  122820 Wed Aug 12 18:45:58 2026 S    /lib/systemd/systemd-udevd
 336041  122820 Wed Aug 12 18:45:58 2026 S    /lib/systemd/systemd-udevd
 336043  122820 Wed Aug 12 18:45:58 2026 S    /lib/systemd/systemd-udevd
 336044  122820 Wed Aug 12 18:45:58 2026 S    /lib/systemd/systemd-udevd
 336046  122820 Wed Aug 12 18:45:58 2026 S    /lib/systemd/systemd-udevd
 336047  122820 Wed Aug 12 18:45:58 2026 S    /lib/systemd/systemd-udevd
 336049  122820 Wed Aug 12 18:45:58 2026 S    /lib/systemd/systemd-udevd
 336117  336032 Wed Aug 12 18:45:59 2026 S    sshd: iiserver31@notty
 336118  336117 Wed Aug 12 18:45:59 2026 Ss   bash -lc set -euo pipefail ROOT=/home/iiserver31/projects/FedE4RAG-main BASE=$ROOT/V7-HP-PAPER/v20_arc_fedsearch/stage_r5_sealed_confirmation STAMP=$(date +%Y%m%dT%H%M%S%z) P0=$BASE/p0_readiness_$STAMP test ! -e "$P0" mkdir -p "$P0/snapshots" cd "$ROOT" git branch --show-current >"$P0/snapshots/git_branch.txt" git rev-parse HEAD >"$P0/snapshots/git_head.txt" git status --short >"$P0/snapshots/git_status_short.txt" ps -eo pid,ppid,lstart,stat,args >"$P0/snapshots/process_snapshot.txt" (nvidia-smi -q >"$P0/snapshots/nvidia_smi_q.txt" 2>"$P0/snapshots/nvidia_smi_q.stderr"; printf '%s\n' "$?" >"$P0/snapshots/nvidia_smi_q.exit") || true {  printf 'created_jst=%s\n' "$(date --iso-8601=seconds)"  printf 'p0=%s\n' "$P0"  printf 'branch=%s\n' "$(cat "$P0/snapshots/git_branch.txt")"  printf 'head=%s\n' "$(cat "$P0/snapshots/git_head.txt")"  printf 'git_status_lines=%s\n' "$(wc -l <"$P0/snapshots/git_status_short.txt")"  printf 'process_lines=%s\n' "$(wc -l <"$P0/snapshots/process_snapshot.txt")"  printf 'nvidia_exit=%s\n' "$(cat "$P0/snapshots/nvidia_smi_q.exit" 2>/dev/null || echo unavailable)" } | tee "$P0/snapshots/readiness_start_summary.txt" printf '%s\n' "$P0" 
 336136  336118 Wed Aug 12 18:45:59 2026 R    ps -eo pid,ppid,lstart,stat,args
1397333    2680 Tue Jul 21 23:30:02 2026 Ssl  /usr/libexec/at-spi-bus-launcher
1397530    2680 Tue Jul 21 23:30:02 2026 Ssl  /usr/libexec/xdg-document-portal
1397560    2680 Tue Jul 21 23:30:02 2026 Ssl  /usr/libexec/xdg-permission-store
1824688    2680 Wed Jul 22 13:29:33 2026 Sl   /usr/bin/gnome-keyring-daemon --start --foreground --components=secrets
2883103       1 Wed Jul 29 17:22:38 2026 Ss   sshd: iiserver31 [priv]
2883185 2883103 Wed Jul 29 17:22:38 2026 S    sshd: iiserver31@pts/0
2883186 2883185 Wed Jul 29 17:22:38 2026 Ss   -bash
2883479 2883186 Wed Jul 29 17:22:56 2026 Sl+  /home/iiserver31/anaconda3/bin/python /home/iiserver31/anaconda3/bin/nvitop
2883711       1 Wed Jul 29 17:25:22 2026 Ss   sshd: iiserver31 [priv]
2883792 2883711 Wed Jul 29 17:25:23 2026 S    sshd: iiserver31@notty
2894646       1 Wed Jul 29 18:29:46 2026 Ss   sshd: iiserver31 [priv]
2894730 2894646 Wed Jul 29 18:29:46 2026 S    sshd: iiserver31
2895082 2883792 Wed Jul 29 18:31:35 2026 Ss   /usr/lib/openssh/sftp-server
2902284       1 Wed Jul 29 19:01:05 2026 Ss   sshd: iiserver31 [priv]
2902365 2902284 Wed Jul 29 19:01:06 2026 S    sshd: iiserver31@pts/4
2902366 2902365 Wed Jul 29 19:01:06 2026 Ss   -bash
2902730       1 Wed Jul 29 19:02:13 2026 Ss   tmux new -s ntcir_baseline
2902731 2902730 Wed Jul 29 19:02:13 2026 Ss+  -bash
2910689 2902366 Wed Jul 29 19:36:02 2026 S+   tmux attach -t ntcir_baseline
3225946       1 Fri Jul 31 17:57:40 2026 Ss   /lib/systemd/systemd --user
3225947 3225946 Fri Jul 31 17:57:40 2026 S    (sd-pam)
3225963 3225946 Fri Jul 31 17:57:40 2026 SNsl /usr/libexec/tracker-miner-fs
3225974 3225946 Fri Jul 31 17:57:41 2026 Ss   /usr/bin/dbus-daemon --session --address=systemd: --nofork --nopidfile --systemd-activation --syslog-only
3225990 3225946 Fri Jul 31 17:57:41 2026 Ssl  /usr/libexec/gvfsd
3225995 3225946 Fri Jul 31 17:57:41 2026 Sl   /usr/libexec/gvfsd-fuse /run/user/1000/gvfs -f -o big_writes
3226003 3225946 Fri Jul 31 17:57:41 2026 Ssl  /usr/libexec/gvfs-udisks2-volume-monitor
3226014 3225946 Fri Jul 31 17:57:41 2026 Ssl  /usr/libexec/gvfs-mtp-volume-monitor
3226018 3225946 Fri Jul 31 17:57:41 2026 Ssl  /usr/libexec/gvfs-gphoto2-volume-monitor
3226024 3225946 Fri Jul 31 17:57:41 2026 Ssl  /usr/libexec/gvfs-goa-volume-monitor
3226028 3225946 Fri Jul 31 17:57:41 2026 Sl   /usr/libexec/goa-daemon
3226036 3225946 Fri Jul 31 17:57:41 2026 Sl   /usr/libexec/goa-identity-service
3226041 3225946 Fri Jul 31 17:57:41 2026 Ssl  /usr/libexec/gvfs-afc-volume-monitor
3226187       1 Fri Jul 31 17:57:58 2026 Ss   tmux new -s whisper
3226188 3226187 Fri Jul 31 17:57:58 2026 Ss   -bash
3227121 3226188 Fri Jul 31 18:01:40 2026 Sl+  /home/user/anaconda3/envs/whisper-a100/bin/python3.1 /home/user/anaconda3/envs/whisper-a100/bin/uvicorn server:app --host 0.0.0.0 --port 8000
3227191       2 Fri Jul 31 18:01:41 2026 S    [vidmem lazy fre]
3227192       2 Fri Jul 31 18:01:41 2026 S    [UVM GPU1 BH]
3227193       2 Fri Jul 31 18:01:41 2026 S    [UVM GPU1 KC]
3227194       2 Fri Jul 31 18:01:41 2026 S    [vidmem lazy fre]
3227195       2 Fri Jul 31 18:01:41 2026 S    [UVM GPU2 BH]
3227196       2 Fri Jul 31 18:01:41 2026 S    [UVM GPU2 KC]
3227197       2 Fri Jul 31 18:01:41 2026 S    [vidmem lazy fre]
3227198       2 Fri Jul 31 18:01:41 2026 S    [UVM GPU3 BH]
3227199       2 Fri Jul 31 18:01:41 2026 S    [UVM GPU3 KC]
3227200       2 Fri Jul 31 18:01:42 2026 S    [vidmem lazy fre]
3227201       2 Fri Jul 31 18:01:42 2026 S    [UVM GPU4 BH]
3227202       2 Fri Jul 31 18:01:42 2026 S    [UVM GPU4 KC]
4137673       1 Sat Aug  8 15:03:13 2026 Ss   sshd: iiserver31 [priv]
4137776 4137673 Sat Aug  8 15:03:14 2026 S    sshd: iiserver31@pts/2
4137777 4137776 Sat Aug  8 15:03:14 2026 Ss   -bash
4140283       1 Sun Aug  9 00:00:49 2026 Sl   /usr/sbin/munged
4142710       2 Sun Aug  9 05:38:16 2026 I    [kworker/14:2-events]
4145552       2 Sun Aug  9 05:48:44 2026 I    [kworker/15:1-events]
4150348 4137777 Sun Aug  9 16:16:13 2026 Sl+  /home/iiserver31/anaconda3/bin/python /home/iiserver31/anaconda3/bin/jupyter-lab
4150554       1 Sun Aug  9 16:42:44 2026 Ss   sshd: iiserver31 [priv]
4150657 4150554 Sun Aug  9 16:42:44 2026 S    sshd: iiserver31@pts/3
4150658 4150657 Sun Aug  9 16:42:44 2026 Ss+  -bash
4150981 2883792 Sun Aug  9 17:00:09 2026 Ss   /usr/lib/openssh/sftp-server
4169456       2 Mon Aug 10 23:32:41 2026 I    [kworker/55:1-events]
4170162       2 Tue Aug 11 00:08:35 2026 I    [kworker/40:0-events]
4170274       2 Tue Aug 11 00:13:41 2026 I    [kworker/12:2-events]
4173380       2 Tue Aug 11 01:30:05 2026 I    [kworker/10:0-events]
4180035       2 Tue Aug 11 17:23:51 2026 I    [kworker/59:2-events]
4180920       2 Tue Aug 11 21:08:19 2026 I    [kworker/49:1-events]
4182306       1 Wed Aug 12 02:40:55 2026 Ss   sshd: iiserver31 [priv]
4182411 4182306 Wed Aug 12 02:40:56 2026 S    sshd: iiserver31@notty
